Splay,novels/4.txt,s,3,204
BST,novels/4.txt,day,11,29
Splay,novels/4.txt,day,11,29
BST,novels/4.txt,me,11,68
Splay,novels/4.txt,me,14,68
BST,novels/4.txt,a,3,637
Splay,novels/4.txt,a,9,637
BST,novels/4.txt,voice,11,48
Splay,novels/4.txt,voice,12,48
BST,novels/4.txt,i,6,546
Splay,novels/4.txt,i,5,546
BST,novels/4.txt,the,3,1651
Splay,novels/4.txt,the,7,1651
BST,novels/4.txt,then,10,94
Splay,novels/4.txt,then,8,94
BST,novels/4.txt,she,11,553
Splay,novels/4.txt,she,8,553
BST,novels/4.txt,i,6,546
Splay,novels/4.txt,i,2,546
BST,novels/4.txt,and,4,874
Splay,novels/4.txt,and,10,874
BST,novels/4.txt,pigeon,13,12
Splay,novels/4.txt,pigeon,7,12
BST,novels/4.txt,said,9,462
Splay,novels/4.txt,said,1,462
BST,novels/4.txt,come,12,46
